자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
패션월드앞,무인대여소,,대전광역시 서구 월평1동 1498,36.351205,127.351928,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
월평타운앞,무인대여소,,대전광역시 서구 월평동 1543,36.352793,127.356048,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대전일보앞,무인대여소,,대전광역시 서구 월평동 16-2(41-3),36.353733,127.361847,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
갈마1동주민센터앞,무인대여소,,대전광역시 서구 갈마동 292-20,36.353422,127.367895,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
둔산여고앞,무인대여소,,대전광역시 서구 둔산동 1526,36.353331,127.374415,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
을지대학병원앞,무인대여소,,대전광역시 서구 둔산동 1542,36.354493,127.382811,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
청솔아파트앞,무인대여소,,대전광역시 서구 둔산동 2161,36.351371,127.398314,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
경성큰마을앞,무인대여소,,대전광역시 서구 갈마동 1438,36.347563,127.377248,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
오페라웨딩홀앞,무인대여소,,대전광역시 서구 둔산동 1257,36.348453,127.382779,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대전종합고용지원센터앞,무인대여소,,대전광역시 서구 탄방동 1453-1,36.346511,127.385134,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
한국농어촌공사앞,무인대여소,,대전광역시 서구 탄방동 735,36.347211,127.390034,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
유승기업사앞,무인대여소,,대전광역시 서구 탄방동 521-2,36.343476,127.381142,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
탄방지하차도앞,무인대여소,,대전광역시 서구 탄방동 1452,36.343363,127.383461,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
궁동네거리앞,무인대여소,,대전광역시 유성구 장대동 312-3,36.365025,127.338651,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
충대정문오거리1,무인대여소,,대전광역시 유성구 궁동 258-8,36.362446,127.344131,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,20,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
충대정문오거리2 (장대네거리앞),무인대여소,,대전광역시 유성구 궁동 376-1 (유성구 장대동 331-5),36.361736,127.344994,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,18,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
한진오피스텔앞,무인대여소,,대전광역시 유성구 봉명동 535-5,36.357928,127.342792,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
구암역 3번출구,무인대여소,,대전광역시 유성구 구암동 96-9,36.356429,127.331122,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
유성온천역6번출구,무인대여소,,대전광역시 유성구 봉명동 552-5,36.354262,127.341502,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
유성온천역3번출구,무인대여소,,대전광역시 유성구 봉명동 326-95,36.353211,127.341132,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
만년교앞,무인대여소,,대전광역시 유성구 봉명동 328-22,36.352131,127.346011,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,16,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
도안휴먼시아1단지앞,무인대여소,,대전광역시 유성구 도안휴먼시아 105동앞,36.350259,127.340585,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
상대초교앞,무인대여소,,대전광역시 유성구 상대동 138-67,36.348384,127.335775,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
목련1단지앞,무인대여소,,대전광역시 유성구 구암동 29-5 (유성구 상대동 425-9),36.348281,127.330728,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
센트롤시티앞,무인대여소,,대전광역시 유성구 봉명동 359 (유성구 봉명동 385-1),36.348769,127.344396,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
휴먼시아6단지앞,무인대여소,,대전광역시 유성구 상대동 7-1,36.345705,127.340362,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
한라비발디앞,무인대여소,,대전광역시 유성구 상대동 233-4 (유성구 상대동 173),36.344908,127.335572,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
신안인스빌리베라앞,무인대여소,,대전광역시 유성구 원신흥동 204-8,36.341868,127.344879,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
트리플시티앞,무인대여소,,대전광역시 유성구 상대동 72-3 (유성구 상대동 72-5),36.342793,127.337476,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
도안휴먼시아10단지앞,무인대여소,,대전광역시 유성구 원신흥동 410-6 (유성구 원신흥동 183-2),36.338048,127.338356,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,14,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대전지방국세청앞,무인대여소,,대전광역시 대덕구 법동 186,36.371474,127.428588,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대전동부경찰서앞,무인대여소,,대전광역시 대덕구 법동 212,36.370172,127.429358,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대전중앙병원앞,무인대여소,,대전광역시 대덕구 법동 285-3,36.367406,127.429736,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대전중리시장앞,무인대여소,,대전광역시 대덕구 중리동 370-24,36.366678,127.426067,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
보람아파트앞,무인대여소,,대전광역시 대덕구 법동 202-4,36.366524,127.430356,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
선비마을입구,무인대여소,,대전광역시 대덕구 송촌동 446-3,36.367665,127.436364,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
선비마을3단지앞,무인대여소,,대전광역시 대덕구 송촌동 461-2,36.368361,127.440312,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
한가람아파트앞,무인대여소,,대전광역시 서구 탄방동 1447,36.346811,127.393432,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
남선공원종합체육관앞,무인대여소,,대전광역시 서구 탄방동 1458,36.348611,127.398681,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
중리동,무인대여소,,대전광역시 대덕구 중리동 107-8,36.363177,127.431284,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
수도시설관리사업소,무인대여소,,대전광역시 대덕구 중리동 118-12,36.362011,127.435541,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
송촌소방서앞,무인대여소,,대전광역시 대덕구 송촌동 539,36.362853,127.438697,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
동춘당공원앞,무인대여소,,대전광역시 대덕구 송촌동 192-2,36.364663,127.440966,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,14,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
선비마을5단지앞,무인대여소,,대전광역시 대덕구 송촌동 510,36.366036,127.444872,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
유평초등학교앞,무인대여소,,대전광역시 중구 태평동 254-15,36.330654,127.398255,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
강남한의원앞,무인대여소,,대전광역시 중구 태평2동 409-21,36.326242,127.392813,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
태평1동주민센터앞,무인대여소,,대전광역시 중구 태평동 331-41,36.326129,127.396967,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
삼부프라자앞,무인대여소,,대전광역시 중구 태평2동 395-1,36.323268,127.393631,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
쌍용예가아파트앞,무인대여소,,대전광역시 중구 유천동 198-15,36.322555,127.397451,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,14,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
태평초등학교앞,무인대여소,,대전광역시 중구 유천동 319-1,36.321427,127.394006,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
버드내초등학교앞,무인대여소,,대전광역시 중구 태평동 422-33,36.319781,127.392413,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
유등교,무인대여소,,대전광역시 중구 유천동 338-13,36.316016,127.387403,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
버드내네거리,무인대여소,,대전광역시 중구 유천동 306-18,36.316915,127.392467,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
서대전농협앞,무인대여소,,대전광역시 중구 유천동 308-7,36.317911,127.394698,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
서대전육교앞,무인대여소,,대전광역시 중구 유천동 186-7,36.318941,127.400393,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
미리내아파트앞,무인대여소,,대전광역시 동구 판암동 451-10,36.316962,127.454608,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
판암역1번출구,무인대여소,,대전광역시 동구 판암동 323-2,36.316915,127.459173,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
판암역4번출구,무인대여소,,대전광역시 동구 판암동 303-25,36.317217,127.459051,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
가오고등학교앞,무인대여소,,대전광역시 동구 가오동 465,36.310388,127.455611,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
은어송마을입구,무인대여소,,대전광역시 동구 가오동 217-4,36.305423,127.454544,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
홈플러스(가오점),무인대여소,,대전광역시 동구 가오동 644,36.306694,127.456829,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
홈플러스(가오점),무인대여소,,대전광역시 동구 가오동 552,36.306988,127.457129,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
은어송마을4단지앞,무인대여소,,대전광역시 동구 가오동 555,36.310061,127.461458,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
은어송마을2단지앞,무인대여소,,대전광역시 동구 대성동 130-1,36.303717,127.457698,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,9,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
남부평생교육문화센터,무인대여소,,대전광역시 동구 가오동 559-1,36.302116,127.459836,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
국립중앙과학관,무인대여소,,대전광역시 유성구 가정동 54-4,36.375206,127.378122,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
카이스트 서쪽 쪽문,무인대여소,,대전광역시 유성구 어은동 44  서쪽 쪽문,36.364177,127.358845,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
카이스트 다솜관,무인대여소,,대전광역시 유성구 어은동 44  다솜관,36.367989,127.356852,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
카이스트 세종관,무인대여소,,대전광역시 유성구 어은동 44  세종관,36.370768,127.366645,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
서부농협본점,무인대여소,,대전광역시 서구 탄방동 1455,36.342378,127.387671,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
용문4가,무인대여소,,대전광역시 서구 용문동 594-10,36.337569,127.392091,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,9,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
순복음교회(수침교 앞),무인대여소,,대전광역시 서구 용문동 249-11,36.335726,127.396603,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
나르메아파트 길건너,무인대여소,,대전광역시 서구 가장동 45-8,36.331931,127.385353,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
가장교(성은사 앞),무인대여소,,대전광역시 서구 가장동 31-7,36.328511,127.388001,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
태평동성당,무인대여소,,대전광역시 중구 태평동 346-1,36.329742,127.396777,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
한전건너편,무인대여소,,대전광역시 동구 용전동 45-1,36.357491,127.434317,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
홈플러스(동대전),무인대여소,,대전광역시 동구 용전동 51-17,36.355236,127.436793,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
동부네거리,무인대여소,,대전광역시 동구 용전동 111-26,36.350657,127.440408,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
복합터미널,무인대여소,,대전광역시 동구 용전동 143-16,36.348576,127.435076,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
용전동 천주교회 앞,무인대여소,,대전광역시 동구 용전동 144-1,36.349521,127.432759,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
한국통신 용전지점 앞,무인대여소,,대전광역시 동구 용전동 167-20,36.353089,127.432191,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
용전네거리 하나은행,무인대여소,,대전광역시 동구 용전동 44-2,36.347143,127.431512,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
한남대후문 입구,무인대여소,,대전광역시 대덕구 중리동 231-5,36.358528,127.423682,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
목원대학교 입구,무인대여소,,대전광역시 유성구 용계동 664-4,36.331955,127.337932,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대덕경찰서앞,무인대여소,,대전광역시 대덕구 문평동 83-2번지,36.446311,127.406676,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
목상동주민센터앞,무인대여소,,대전광역시 대덕구 목상동 185-1번지,36.448472,127.412412,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
엑슬루타워 앞,무인대여소,,대전광역시 대덕구 석봉동 336번지,36.449253,127.420131,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
신탄진 주민센터옆,무인대여소,,대전광역시 대덕구 신탄진동 120-1번지,36.451985,127.428871,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
신탄진역 앞,무인대여소,,대전광역시 대덕구 신탄진동 147-6번지,36.448623,127.429218,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
과선교버스정류장,무인대여소,,대전광역시 대덕구 평촌동 264-64번지,36.443026,127.429476,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
신탄진고 4가,무인대여소,,대전광역시 대덕구 신탄진동 149-6번지,36.448584,127.435822,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
용정초등학교앞,무인대여소,,대전광역시 대덕구 신탄진동 52-1번지,36.453831,127.436653,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
에코공원앞,무인대여소,,대전광역시 대덕구 신탄진동 산1-7번지,36.448772,127.444365,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
삼정3가,무인대여소,,대전광역시 대덕구 삼정동 산27-4번지,36.449611,127.456706,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
오룡역7번출구,무인대여소,,대전광역시 중구 오류동 113-1번지,36.328727,127.405846,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
중도일보사 앞,무인대여소,,대전광역시 중구 오류동 175-3번지,36.326058,127.407828,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,8,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
서대전역네거리,무인대여소,,대전광역시 중구 오류동 168-7번지,36.320688,127.405947,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
중구청역1번출구(중구청의회),무인대여소,,대전광역시 중구 대흥동 499-1번지,36.325652,127.420844,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
죽동 대원칸타빌,무인대여소,,대전광역시 유성구 죽동 141-3,36.369209,127.333916,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
노은3지구 트리플시티포레(105동),무인대여소,,대전광역시 유성구 지족동 1043,36.380921,127.305728,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
송림마을5단지(502동),무인대여소,,대전광역시 유성구 하기동 545,36.391066,127.329563,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,14,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
노은3지구 꿈에그린(201동),무인대여소,,대전광역시 유성구 지족동 1093,36.388147,127.303323,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,14,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
덕명동 하우스토리(101동),무인대여소,,대전광역시 유성구 덕명동 525,36.358066,127.303964,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,14,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
온천2동주민센터,무인대여소,,대전광역시 유성구 장대동 40-2,36.364870,127.333479,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대덕산업단지 BRT정류장,무인대여소,,대전광역시 대덕구 문평동 92-1,36.438114,127.395328,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,14,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
